2014-07-29 09:34:57,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,2,2,1,5
2014-07-29 11:19:39,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,1,2,4,5
2014-07-29 11:19:48,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,2,3,1,5
2014-07-29 11:19:49,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,3,4,5,1
2014-07-29 11:19:51,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,1,4,2,3
2014-07-29 11:19:52,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,1,5,3,4
2014-07-29 11:19:53,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,1,2,4,3
2014-07-29 11:19:55,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,3,3,1,2
2014-07-29 11:19:56,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,4,5,4,3
2014-07-29 11:21:30,"http://127.0.0.1:3490/","","test"," 5",1,2,2,2,2,2,2,4,5,4,3
2014-07-29 11:21:38,"http://127.0.0.1:3490/","","test"," 5",2,2,2,2,2,2,2,4,5,4,3
2014-07-29 11:21:43,"http://127.0.0.1:3490/","","test"," 5",3,2,2,2,2,2,2,4,5,4,3
2014-07-29 11:21:56,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,3,3,4,5
2014-07-29 11:22:04,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,3,2,4,5
2014-07-29 11:22:13,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,3,3,4,5
2014-07-29 11:22:15,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,2,4,5,3
2014-07-29 11:22:26,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,2,4,3,2
2014-07-29 11:22:30,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,4,4,1,5
2014-07-29 11:25:33,"http://127.0.0.1:3490/","","test"," 5",1,0,0,0,0,2,0,4,4,1,5
2014-07-29 11:25:57,"http://127.0.0.1:3490/","","test"," 5",2,0,0,0,0,2,2,4,4,1,5
2014-07-29 11:26:33,"http://127.0.0.1:3490/","","test"," 5",3,0,0,0,2,2,2,4,4,1,5
2014-07-29 11:27:22,"http://127.0.0.1:3490/","","test"," 5",0,0,0,0,0,0,0,3,2,1,4
2014-07-29 11:51:21,"http://127.0.0.1:3490/","",0,0,0,0,0,0,0,1,5,4,3
2014-07-29 11:52:28,"http://127.0.0.1:3490/","",0,0,0,0,0,0,0,4,5,1,4
2014-07-29 12:54:02,"http://127.0.0.1:3490/","",0,"test"," 5",0,0,0,0,0,0,3,4,5,3
